Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
nRZsZVT4,27/09/2023,10:00,GREECE - SUPER LEAGUE,Panetolikos,OFI Crete,ROUND 6,3.1,3.1,2.45,1.44,2.63,1.07,8.5,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.8,1.95,3.0,1.38,1.55,2.38,8.5,8.0,11.0,23.0,9.0,6.0,9.5,21.0,15.0,11.0,15.0,29.0,29.0,26.0,34.0,51.0,251.0
G21WYT6J,27/09/2023,10:00,SLOVENIA - PRVA LIGA,Rogaska,Bravo,ROUND 10,2.65,3.35,2.47,1.42,2.67,1.06,7.3,1.3,3.2,1.91,1.83,3.1,1.32,5.4,1.12,1.72,2.0,,,1.6,2.27,8.5,7.0,10.0,20.0,8.0,5.5,7.5,15.0,12.0,8.5,10.0,21.0,23.0,19.0,23.0,46.0,201.0
OfNgzEMK,27/09/2023,10:00,UZBEKISTAN - SUPER LEAGUE,Metallurg Bekabad,Andijan,ROUND 20,2.22,3.0,3.25,1.55,2.15,1.08,6.15,1.47,2.32,2.35,1.47,4.05,1.16,9.3,1.01,2.02,1.62,,,,,,,,,,,,,,,,,,,,,
0xIBXS11,27/09/2023,10:30,MONTENEGRO - PRVA CRNOGORSKA LIGA,Arsenal Tivat,Rudar,ROUND 10,1.98,3.15,3.75,1.5,2.25,1.06,7.0,1.42,2.47,2.2,1.52,3.75,1.19,9.3,1.03,1.98,1.65,1.93,1.78,,,7.0,9.0,17.0,51.0,5.5,5.5,12.0,34.0,7.5,7.5,15.0,51.0,15.0,15.0,31.0,76.0,101.0
j57YSVEf,27/09/2023,11:00,UZBEKISTAN - SUPER LEAGUE,Neftchi Fargona,Buxoro,ROUND 20,1.44,3.85,7.5,1.45,2.37,1.03,8.0,1.36,2.67,2.05,1.62,3.35,1.23,7.2,1.05,2.25,1.5,,,,,,,,,,,,,,,,,,,,,
61BTBH5q,27/09/2023,11:00,ESTONIA - MEISTRILIIGA,Tallinna Kalev,Paide,ROUND 29,4.7,3.8,1.57,1.33,3.04,10.5,1.03,1.22,3.65,1.65,1.98,2.79,1.36,5.05,1.12,1.75,2.03,,,,,10.0,6.5,7.0,11.0,12.0,6.0,6.5,10.0,21.0,12.0,11.0,17.0,56.0,31.0,31.0,41.0,201.0
2a1BYXeh,27/09/2023,11:15,IRAN - PERSIAN GULF PRO LEAGUE,Tractor,Shams Azar Qazvin,ROUND 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0SrDAtRa,27/09/2023,11:30,INDIA - ISL,Mohun Bagan,Bengaluru FC,-,1.65,3.6,4.75,1.4,2.75,1.06,10.0,1.3,3.4,2.0,1.8,3.5,1.29,7.0,1.1,1.91,1.8,1.65,2.2,1.18,4.8,9.5,12.0,23.0,51.0,6.5,7.0,17.0,41.0,7.5,8.5,17.0,41.0,13.0,15.0,29.0,51.0,351.0
tj0FXiBb,27/09/2023,11:45,IRAN - PERSIAN GULF PRO LEAGUE,Nassaji Mazandaran,Aluminium Arak,ROUND 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bLgZe1eb,27/09/2023,12:00,FINLAND - VEIKKAUSLIIGA,HJK,Honka,CHAMPIONSHIP GROUP,1.65,3.8,5.25,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,2.05,1.7,1.63,2.25,1.18,4.8,9.0,12.0,26.0,51.0,6.0,7.5,17.0,41.0,7.0,8.5,19.0,51.0,12.0,15.0,29.0,67.0,451.0
lQSi0Gnp,27/09/2023,12:00,FINLAND - VEIKKAUSLIIGA,Ilves,Mariehamn,RELEGATION GROUP,1.8,3.6,4.2,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,3.25,1.33,6.0,1.13,1.75,2.0,1.83,2.03,1.23,4.0,11.0,12.0,21.0,41.0,7.5,7.0,13.0,34.0,9.0,8.5,15.0,41.0,15.0,15.0,26.0,51.0,201.0
dxsVyYqn,27/09/2023,12:00,GREECE - SUPER LEAGUE,Kifisias,Lamia,ROUND 6,2.3,3.1,3.3,1.44,2.63,1.08,8.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,1.91,1.91,2.35,1.58,1.38,3.0,8.0,9.0,15.0,34.0,7.0,6.0,12.0,26.0,11.0,9.5,15.0,41.0,21.0,21.0,34.0,51.0,301.0
tIflKsIL,27/09/2023,12:00,SERBIA - PRVA LIGA,Metalac,Macva,ROUND 9,2.05,3.05,3.45,1.55,2.18,1.07,6.2,1.5,2.27,2.51,1.44,4.95,1.12,11.0,1.01,2.16,1.66,,,,,6.0,8.0,15.0,51.0,5.5,5.5,12.0,34.0,8.0,8.0,15.0,61.0,15.0,17.0,34.0,81.0,101.0
MmCHhtpU,27/09/2023,12:00,SERBIA - SUPER LIGA,Javor,IMT Novi Beograd,ROUND 9,2.37,3.35,2.8,1.44,2.6,1.07,7.0,1.33,3.05,2.0,1.75,3.3,1.28,5.8,1.1,1.78,1.93,2.3,1.57,,,9.0,9.0,14.0,31.0,7.5,6.0,10.0,23.0,11.0,9.0,12.0,31.0,21.0,18.0,26.0,61.0,201.0
dtRibpGh,27/09/2023,12:00,SERBIA - SUPER LIGA,Novi Pazar,Sp. Subotica,ROUND 9,1.98,3.35,3.65,1.45,2.57,1.07,6.9,1.34,3.0,2.0,1.75,3.3,1.28,5.8,1.1,1.82,1.88,1.95,1.8,,,9.0,10.0,18.0,41.0,7.0,6.0,12.0,31.0,9.0,8.0,13.0,36.0,18.0,15.0,26.0,71.0,201.0
zREIWBQ4,27/09/2023,12:00,IRAN - PERSIAN GULF PRO LEAGUE,Esteghlal F.C.,Havadar SC,ROUND 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHDMVVuB,27/09/2023,12:00,IRAN - PERSIAN GULF PRO LEAGUE,Zob Ahan,Mes Rafsanjan,ROUND 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2i9O2QHg,27/09/2023,12:00,BULGARIA - PARVA LIGA,Slavia Sofia,Levski Sofia,ROUND 11,5.5,3.5,1.7,1.5,2.5,1.08,7.5,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,2.2,1.62,5.25,1.16,2.15,1.68,7.5,5.5,7.0,12.0,11.0,7.0,9.0,17.0,26.0,19.0,21.0,34.0,51.0,51.0,51.0,81.0,201.0
jipODuek,27/09/2023,12:00,SERBIA - PRVA LIGA,Dubocica,Smederevo,ROUND 9,1.9,3.2,3.7,1.47,2.37,1.06,7.5,1.38,2.71,2.12,1.57,4.0,1.19,9.0,1.03,1.97,1.79,,,,,7.0,9.0,15.0,36.0,6.0,5.5,11.0,26.0,8.5,7.5,13.0,41.0,15.0,15.0,29.0,76.0,101.0
EkLITcUe,27/09/2023,12:30,FINLAND - YKKONEN,KaPa,JJK Jyvaskyla,RELEGATION GROUP,1.67,4.0,4.0,1.25,3.75,1.02,21.0,1.13,6.0,1.44,2.7,2.0,1.73,3.4,1.3,1.5,2.5,1.68,2.15,1.22,4.15,21.0,19.0,26.0,41.0,12.0,9.0,15.0,29.0,11.0,8.5,12.0,29.0,15.0,12.0,19.0,34.0,101.0
Uc35i1M2,27/09/2023,12:30,FINLAND - YKKONEN,JaPS,Jaro,RELEGATION GROUP,2.45,3.5,2.5,1.25,3.75,1.02,19.0,1.13,6.0,1.48,2.6,2.1,1.67,3.5,1.29,1.44,2.63,2.43,1.53,1.5,2.5,19.0,13.0,17.0,26.0,13.0,7.5,10.0,17.0,17.0,10.0,11.0,21.0,26.0,17.0,21.0,29.0,81.0
4EfoBQEC,27/09/2023,12:30,SLOVENIA - PRVA LIGA,Celje,Aluminij,ROUND 10,1.33,5.0,8.0,1.32,3.1,1.04,8.75,1.2,4.05,1.62,2.2,2.5,1.47,4.1,1.19,1.98,1.75,,,,,14.0,21.0,46.0,176.0,6.0,8.5,21.0,71.0,5.5,6.5,15.0,61.0,7.0,8.5,17.0,71.0,201.0
KSLEUwFk,27/09/2023,12:30,FINLAND - YKKONEN,TPS,HIFK,CHAMPIONSHIP GROUP,1.4,4.75,6.5,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,2.1,1.67,3.75,1.25,1.67,2.1,1.4,2.85,1.12,6.4,19.0,23.0,41.0,67.0,10.0,10.0,21.0,41.0,8.5,9.0,17.0,41.0,10.0,11.0,21.0,41.0,151.0
ShPMSHq2,27/09/2023,12:30,FINLAND - YKKONEN,Gnistan,Mikkeli,CHAMPIONSHIP GROUP,1.55,4.0,5.25,1.29,3.5,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.33,1.2,1.67,2.1,1.55,2.38,1.15,5.5,15.0,17.0,29.0,51.0,8.5,8.0,17.0,41.0,8.5,8.5,15.0,41.0,12.0,12.0,21.0,41.0,151.0
8l29jLy9,27/09/2023,12:30,FINLAND - YKKONEN,Ekenas,SJK Akatemia,CHAMPIONSHIP GROUP,1.25,5.25,9.5,1.22,4.0,1.02,19.0,1.13,6.0,1.44,2.7,2.0,1.73,3.5,1.29,1.8,1.91,1.28,3.55,,,19.0,29.0,51.0,101.0,10.0,11.0,26.0,51.0,8.0,9.5,19.0,51.0,8.5,10.0,23.0,51.0,201.0
S6G9RpMS,27/09/2023,12:45,HUNGARY - OTP BANK LIGA,Paks,Debrecen,ROUND 2,2.1,3.75,3.2,1.3,3.4,1.03,15.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.53,2.38,2.1,1.7,1.38,3.0,15.0,13.0,19.0,34.0,11.0,7.5,11.0,21.0,12.0,9.0,12.0,26.0,21.0,15.0,21.0,34.0,126.0
YePJO0nI,27/09/2023,13:00,EGYPT - PREMIER LEAGUE,Ceramica Cleopatra,Al Ahly,ROUND 2,4.9,3.4,1.7,1.42,2.45,1.04,9.1,1.31,2.9,1.95,1.72,3.1,1.27,6.2,1.1,1.83,1.78,,,1.9,1.82,9.5,6.0,7.5,13.0,12.0,7.0,7.5,13.0,26.0,15.0,15.0,26.0,71.0,41.0,51.0,81.0,201.0
vTGFWnH7,27/09/2023,13:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Sutjeska,Jezero,ROUND 10,1.52,3.75,6.1,1.44,2.42,1.03,9.4,1.34,2.75,1.98,1.65,3.25,1.24,6.4,1.08,2.07,1.6,,,,,9.0,13.0,31.0,76.0,5.0,7.0,17.0,67.0,5.5,7.0,15.0,67.0,9.0,11.0,26.0,81.0,101.0
Cz0mBMYC,27/09/2023,13:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Gagra,Shukura,ROUND 27,1.5,4.15,5.0,1.25,3.6,1.01,13.5,1.15,4.7,1.52,2.22,2.18,1.53,3.96,1.19,1.67,2.15,,,,,13.0,15.0,26.0,81.0,6.5,7.0,14.0,36.0,6.5,6.5,11.0,36.0,9.0,9.0,15.0,41.0,201.0
j9gXdGLa,27/09/2023,13:00,MALTA - PREMIER LEAGUE,Marsaxlokk,Sirens,ROUND 3,2.35,3.2,2.82,1.42,2.47,1.04,8.95,1.31,2.9,1.93,1.75,3.1,1.27,6.6,1.07,1.72,1.9,2.3,1.55,1.57,2.25,8.0,7.5,10.0,23.0,7.0,5.0,8.0,18.0,10.0,7.5,10.0,23.0,21.0,15.0,26.0,46.0,201.0
f5QFPtXB,27/09/2023,13:00,EGYPT - PREMIER LEAGUE,El Gouna,ZED,ROUND 2,2.42,2.95,2.95,1.55,2.15,1.07,6.2,1.47,2.32,2.35,1.47,4.05,1.16,9.9,1.01,2.0,1.65,,,,,7.0,8.0,13.0,31.0,7.0,5.5,10.0,26.0,11.0,9.5,15.0,36.0,23.0,21.0,36.0,91.0,201.0
hfVhIJSF,27/09/2023,13:00,ESTONIA - MEISTRILIIGA,Tammeka,Flora,ROUND 29,9.25,5.2,1.23,1.3,3.22,12.7,1.01,1.16,4.35,1.53,2.2,2.2,1.53,4.05,1.18,2.04,1.74,,,,,15.0,6.0,5.0,6.0,26.0,9.5,7.0,8.0,71.0,26.0,20.0,21.0,201.0,101.0,91.0,91.0,201.0
0KY0GccS,27/09/2023,13:00,ESTONIA - MEISTRILIIGA,Parnu JK Vaprus,Narva,ROUND 29,3.0,3.2,2.15,1.4,2.73,1.02,8.6,1.25,3.42,1.78,1.83,2.93,1.33,5.45,1.1,1.65,2.18,,,,,9.0,7.5,9.5,18.0,8.5,5.5,7.0,13.0,13.0,8.5,10.0,19.0,26.0,19.0,23.0,36.0,201.0
hr1VViP9,27/09/2023,13:00,SLOVAKIA - NIKE LIGA,Ruzomberok,Slovan Bratislava,ROUND 5,3.7,3.7,1.88,1.42,2.92,1.05,8.25,1.28,3.45,1.87,1.93,3.05,1.35,5.3,1.13,1.75,1.95,,,1.93,1.87,9.0,6.5,7.5,13.0,10.0,6.0,6.5,10.0,17.0,10.0,10.0,18.0,41.0,26.0,31.0,51.0,201.0
CIfTcd6g,27/09/2023,13:00,MALTA - PREMIER LEAGUE,Hamrun,Gudja,ROUND 3,1.32,4.55,9.0,1.38,2.6,1.02,8.8,1.26,3.2,1.8,1.88,2.77,1.33,6.1,1.09,2.18,1.53,,,,,10.0,23.0,76.0,201.0,5.0,9.0,34.0,151.0,4.5,7.0,23.0,151.0,6.0,9.5,26.0,176.0,201.0
I5vaE0yJ,27/09/2023,13:00,NORWAY - OBOS-LIGAEN,Hodd,Sandnes,ROUND 17,2.15,3.5,3.25,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.57,2.25,2.2,1.65,1.38,3.0,13.0,12.0,17.0,34.0,10.0,7.0,11.0,23.0,12.0,9.0,12.0,29.0,21.0,17.0,23.0,41.0,126.0
6FI7Y8ne,27/09/2023,13:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Jedinstvo,Decic,ROUND 10,3.2,3.15,2.18,1.45,2.37,1.05,7.9,1.35,2.7,2.02,1.62,3.35,1.23,7.8,1.05,1.8,1.8,,,,,7.5,6.5,9.0,17.0,8.0,5.5,8.0,15.0,13.0,9.5,12.0,26.0,31.0,23.0,36.0,67.0,101.0
ITbulA8n,27/09/2023,13:00,CYPRUS - CYTA CHAMPIONSHIP,APOEL,Paphos,ROUND 2,2.62,3.3,2.72,1.53,2.6,1.09,7.5,1.44,3.0,2.27,1.7,4.05,1.24,7.8,1.08,1.93,1.82,2.57,1.53,1.5,2.67,7.0,7.0,10.0,23.0,6.5,5.0,8.0,19.0,10.0,8.0,11.0,26.0,21.0,18.0,26.0,61.0,201.0
UazZHqML,27/09/2023,13:00,BAHRAIN - PREMIER LEAGUE,Al-Hidd,Al Riffa,ROUND 2,5.2,3.95,1.57,1.37,2.87,1.05,8.0,1.25,3.55,1.75,2.0,2.77,1.39,4.75,1.15,1.82,1.9,,,2.25,1.6,9.5,5.5,6.0,8.5,14.0,6.5,6.0,10.0,26.0,15.0,14.0,19.0,91.0,51.0,51.0,76.0,201.0
f9SPsSQ1,27/09/2023,13:00,ALBANIA - SUPERLIGA,Vllaznia,Egnatia,ROUND 6,2.4,3.0,2.77,1.47,2.37,1.05,7.9,1.36,2.79,2.07,1.6,3.86,1.2,7.3,1.06,1.85,1.91,,,,,7.5,7.5,12.0,26.0,7.0,5.5,9.0,21.0,10.0,8.5,12.0,31.0,21.0,17.0,26.0,67.0,67.0
CWoooiWk,27/09/2023,13:30,ITALY - SERIE A,Cagliari,AC Milan,ROUND 6,5.25,3.8,1.67,1.4,2.75,1.06,10.0,1.3,3.5,2.02,1.88,3.5,1.3,6.5,1.11,1.95,1.8,4.5,1.19,2.15,1.68,10.0,7.0,7.5,12.0,13.0,7.5,8.5,13.0,26.0,17.0,17.0,26.0,51.0,41.0,41.0,51.0,301.0
6Nzl3FYa,27/09/2023,13:30,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Siroki Brijeg,Borac Banja Luka,ROUND 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4QAObA0k,27/09/2023,13:30,ITALY - SERIE A,Verona,Atalanta,ROUND 6,4.2,3.75,1.83,1.4,2.75,1.05,11.0,1.3,3.5,1.99,1.91,3.4,1.33,6.5,1.11,1.8,1.95,4.0,1.23,2.07,1.83,11.0,7.0,8.5,15.0,12.0,7.0,8.5,15.0,21.0,13.0,15.0,26.0,41.0,34.0,41.0,51.0,251.0
jNpkpBod,27/09/2023,13:30,ITALY - SERIE A,Empoli,Salernitana,ROUND 6,2.3,3.3,3.2,1.44,2.63,1.07,9.0,1.36,3.2,2.1,1.73,3.75,1.29,8.0,1.08,1.8,1.95,2.3,1.6,1.38,3.0,9.0,9.0,15.0,34.0,7.5,6.0,11.0,26.0,11.0,9.5,15.0,34.0,21.0,19.0,29.0,51.0,251.0
fuF3ZlXl,27/09/2023,13:30,MONTENEGRO - PRVA CRNOGORSKA LIGA,Buducnost,Mladost DG,ROUND 10,1.35,4.75,7.2,1.29,3.25,13.0,1.01,1.19,3.75,1.57,2.12,2.35,1.47,3.75,1.19,1.87,1.75,,,,,13.0,19.0,46.0,81.0,6.5,8.5,19.0,67.0,6.0,6.5,15.0,67.0,8.0,9.0,17.0,67.0,101.0
6gkgUc97,27/09/2023,13:30,ITALY - SERIE C,Juventus U23,Recanatese,GROUP B ,2.3,3.1,3.1,1.47,2.52,1.07,6.7,1.34,3.0,2.02,1.75,3.3,1.28,5.8,1.1,1.75,1.98,2.25,1.6,,,7.5,8.0,13.0,26.0,6.5,5.0,9.0,21.0,9.0,7.5,10.0,26.0,17.0,15.0,23.0,51.0,201.0
Uq6h6DWf,27/09/2023,13:45,BELARUS - VYSSHAYA LIGA,Shakhtyor Soligorsk,Neman,ROUND 17,4.27,3.54,1.82,1.43,2.7,1.03,8.4,1.31,3.04,2.04,1.75,3.48,1.24,6.7,1.06,1.89,1.87,,,,,,,,,,,,,,,,,,,,,
nic4G49j,27/09/2023,13:45,NETHERLANDS - EREDIVISIE,PSV,G.A. Eagles,ROUND 3,1.17,7.5,17.0,1.18,4.5,1.01,26.0,1.07,9.0,1.29,3.6,1.73,2.0,2.63,1.44,1.91,1.91,1.16,5.25,,,23.0,41.0,81.0,201.0,12.0,15.0,41.0,81.0,8.0,11.0,23.0,67.0,8.0,10.0,23.0,51.0,251.0
CGPbzVHr,27/09/2023,14:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Mornar Bar,Petrovac,ROUND 10,2.4,3.1,2.82,1.5,2.25,1.07,6.9,1.42,2.47,2.22,1.52,3.75,1.18,9.5,1.03,1.93,1.7,,,,,6.5,7.5,12.0,26.0,6.5,5.5,9.0,21.0,10.0,9.0,13.0,34.0,21.0,19.0,34.0,76.0,101.0
WbJ4er0B,27/09/2023,14:00,SERBIA - SUPER LIGA,Partizan,Crvena zvezda,ROUND 9,4.25,3.6,1.75,1.39,2.77,1.05,7.6,1.27,3.4,1.82,1.91,2.92,1.36,5.0,1.14,1.75,1.95,,,2.02,1.75,11.0,7.5,8.5,13.0,13.0,7.0,7.5,13.0,23.0,14.0,13.0,21.0,56.0,36.0,36.0,61.0,201.0
YXrxdzy6,27/09/2023,14:00,MALTA - PREMIER LEAGUE,Birkirkara,Valletta,ROUND 3,1.82,3.35,4.1,1.44,2.42,1.04,8.5,1.33,2.8,2.0,1.7,3.2,1.25,6.4,1.08,1.83,1.78,1.8,1.91,,,8.0,9.5,17.0,46.0,5.5,5.5,11.0,26.0,7.0,6.5,12.0,36.0,12.0,12.0,21.0,61.0,201.0
jHsU6xVB,27/09/2023,14:00,SWEDEN - SUPERETTAN,AFC Eskilstuna,Vasteras SK,ROUND 24,4.0,3.6,1.85,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.67,2.1,4.0,1.23,2.03,1.83,13.0,8.5,9.5,15.0,15.0,7.0,8.5,13.0,23.0,15.0,13.0,23.0,41.0,34.0,34.0,41.0,151.0
